arrived_at,num_prefill_tokens,num_decode_tokens
3132.824,16422,84
3132.824,2494,435
3135.877,17499,760
3135.877,10857,322
3135.877,6743,31
3135.877,26268,416
3135.877,7706,399
3135.877,1762,273
3135.877,6440,33
3135.877,3517,66
3135.877,892,205
3135.877,23086,508
3135.877,5480,690
3135.877,1006,83
3135.877,1054,261
3135.877,3152,20
3135.877,7706,3
3135.877,1243,77
3135.877,4625,75
3135.877,5151,311
3138.933,2754,39
3138.933,6172,29
3138.933,1265,170
3138.933,6167,24
3138.933,6905,3
3138.933,5498,466
3138.933,6699,33
3138.933,5397,266
3138.933,3117,17
3138.933,7961,3
3138.933,6192,3
3138.933,900,343
3138.933,910,435
3138.933,6167,3
3138.933,3198,17
3138.933,5037,797
3138.933,6168,3
3138.933,6501,29
3138.933,6584,3
3138.933,3172,21
3138.933,5515,252
3138.933,4541,376
3138.933,3268,299
3138.933,6166,23
3138.933,2350,279
3138.933,6436,3
3138.933,8730,454
3138.933,24025,722
3138.933,896,391
3138.933,6608,45
3138.933,6166,3
3138.933,6169,26
3141.986,1041,92
3141.986,2996,25
3141.986,6869,3
3141.986,954,311
3141.986,6183,3
3141.986,3163,19
3141.986,6760,3
3141.986,3129,21
3141.986,6497,3
3141.986,15553,45
3141.986,6619,3
3141.986,24625,113
3141.986,3468,273
3141.986,6168,27
3141.986,26543,328
3141.986,24131,405
3141.986,63042,453
3141.986,3140,22
3141.986,3067,213
3141.986,3166,18
3141.986,3199,22
3141.986,6554,383
3145.039,6167,25
3145.039,9222,456
3145.039,903,644
3145.039,19319,441
3145.039,8637,327
3145.039,4788,33
3145.039,3155,19
3145.039,3283,251
3145.039,1615,372
3145.039,6344,3
3145.039,6648,27
3145.039,6171,3
3145.039,964,272
3145.039,6722,28
3145.039,7007,33
3145.039,17492,512
3145.039,7022,3
3145.039,4402,341
3145.039,10303,443
3145.039,28973,348
3145.039,7537,3
3145.039,8317,112
3145.039,6964,26
3145.039,1356,198
3145.039,8419,3
3145.039,7949,346
3145.039,6166,3
3145.039,7050,3
3145.039,6169,3
3145.039,11819,63
3145.039,6186,39
3145.039,19811,343
3145.039,893,272
3148.092,8089,3
3148.092,6826,409
3148.092,22535,145
3148.092,60429,331
3148.092,18463,428
3148.092,6170,27
3148.092,14314,270
3148.092,6645,322
3148.092,18533,262
3148.092,897,281
3148.092,1329,216
3148.092,6212,36
3148.092,6172,31
3148.092,3405,228
3148.092,6892,3
3148.092,7048,3
3148.092,20873,409
3148.092,14959,435
3148.092,6441,28
3148.092,7106,27
3148.092,16022,500
3148.092,6691,3
3148.092,1144,164
3148.092,3135,17
3148.092,20752,365
3148.092,3239,21
3148.092,4865,435
3148.092,6187,44
3151.144,3181,21
3151.144,1458,570
3151.144,1785,695
3151.144,1433,421
3151.144,1764,277
3151.144,6850,3
3151.144,5512,461
3151.144,6900,3
3151.144,6791,39
3151.144,10409,415
3151.144,3119,22
3154.197,6167,23
3154.197,7798,3
3154.197,9883,444
3154.197,11075,533
3154.197,896,387
3154.197,6180,3
3154.197,3183,18
3154.197,6584,3
3154.197,939,36
3154.197,19839,502
3154.197,972,230
3154.197,6283,3
3154.197,7983,553
3154.197,27048,307
3154.197,8564,402
3154.197,6301,3
3154.197,1378,564
3154.197,10425,205
3157.253,5579,308
3157.253,67201,518
3157.253,6515,3
3157.253,2445,521
3157.253,920,598
3157.253,2928,542
3157.253,7472,36
3157.253,25972,126
3157.253,1456,361
3157.253,3171,18
3157.253,6796,3
3157.253,6467,3
3157.253,7387,3
3157.253,8354,512
3157.253,64639,420
3157.253,22742,628
3157.253,1564,231
3157.253,6172,28
3157.253,7103,3
3157.253,6172,29
3157.253,13636,455
3157.253,3168,349
3157.253,6459,3
3157.253,5278,266
3157.253,18719,215
3157.253,47638,488
3160.306,16404,457
3160.306,6169,26
3160.306,896,450
3160.306,2042,273
3160.306,4921,674
3160.306,11352,447
3160.306,24548,104
3160.306,897,508
3160.306,7528,3
3160.306,7377,3
3160.306,6795,3
3160.306,3152,23
3163.359,7399,3
3163.359,3145,118
3163.359,5122,557
3163.359,13779,423
3163.359,3153,18
3163.359,3213,613
3163.359,6625,3
3163.359,6506,1
3163.359,16024,327
3163.359,6199,3
3163.359,6171,3
3163.359,3002,23
3163.359,8003,3
3163.359,3471,310
3163.359,3184,17
3163.359,892,285
3163.359,3111,22
3163.359,3237,26
3163.359,29507,24
3163.359,6878,28
3163.359,6187,33
3163.359,3862,266
3163.359,6853,224
3163.359,7172,27
3163.359,6174,32
3163.359,3452,493
3163.359,6167,24
3163.359,1006,55
3163.359,98617,328
3163.359,912,11
3163.359,7142,3
3166.412,6509,33
3166.412,16526,31
3166.412,16049,576
3166.412,16034,352
3166.412,4472,521
3166.412,5423,466
3166.412,7661,3
3166.412,7313,3
3166.412,3169,20
3166.412,3268,287
3166.412,10096,508
3166.412,7117,3
3166.412,7856,3
3166.412,6170,3
3166.412,6171,3
3166.412,6167,23
3166.412,1966,533
3166.412,4913,201
3166.412,916,1
3166.412,7370,3
3166.412,7261,3
3169.465,3119,15
3169.465,1604,214
3169.465,8601,330
3169.465,7059,3
3169.465,9382,3
3169.465,4768,423
3169.465,6566,3
3169.465,3121,21
3169.465,7097,38
3169.465,6185,3
3169.465,3256,20
3169.465,7446,275
3169.465,6401,27
3169.465,6420,29
3169.465,2307,496
3169.465,3143,19
3169.465,3216,17
3169.465,24747,72
3169.465,910,377
3169.465,1925,570
3169.465,3148,22
3169.465,915,576
3169.465,14604,506
3169.465,13776,73
3169.465,6174,31
3169.465,6409,3
3169.465,1181,87
3169.465,8059,3
3169.465,65521,266
3169.465,2949,17
3169.465,6167,25
3169.465,21416,651
3172.518,6170,32
3172.518,14349,82
3172.518,5525,207
3172.518,968,550
3172.518,3103,21
3172.518,16539,151
3172.518,6171,3
3172.518,7377,42
3172.518,33721,600
3172.518,7914,3
3172.518,6505,44
3172.518,6172,3
3172.518,6905,466
3172.518,4857,582
3172.518,9243,3
3172.518,6194,3
3172.518,3564,328
3172.518,10381,427
3172.518,4246,380
3172.518,6169,25
3172.518,13842,512
3172.518,6367,3
3175.574,8656,242
3175.574,3103,17
3175.574,7011,33
3175.574,6821,590
3175.574,6487,40
3175.574,7051,36
3175.574,894,323
3175.574,17543,1
3175.574,7280,3
3175.574,6204,35
3175.574,6978,3
3175.574,15845,748
3175.574,917,539
3175.574,3131,19
3175.574,6166,3
3175.574,12683,420
3175.574,6983,3
3178.627,6168,26
3178.627,6614,3
3178.627,3157,20
3178.627,7755,3
3178.627,6170,27
3178.627,6596,3
3178.627,6173,3
3178.627,893,358
3178.627,2346,566
3178.627,896,383
3178.627,6745,18
3178.627,3254,19
3178.627,6123,477
3178.627,6441,43
3178.627,4291,311
3178.627,6179,31
3178.627,6404,3
3178.627,7021,3
3178.627,6354,3
3181.68,6367,3
3181.68,6202,285
3181.68,921,1
3181.68,7130,34
3181.68,3139,17
3181.68,3159,24
3181.68,7073,213
3181.68,6182,29
3181.68,8305,3
3181.68,6961,3
3181.68,3111,21
3181.68,6959,792
3181.68,6538,29
3181.68,3123,19
3181.68,6769,37
3181.68,892,1
3181.68,8924,3
3181.68,6413,3
3181.68,4985,263
3181.68,6216,3
3181.68,6600,31
3181.68,7234,3
3181.68,6744,1325
3181.68,8054,3
3181.68,3165,23
3181.68,15519,469
3181.68,8280,3
3181.68,3134,17
3181.68,6169,18
3184.732,3156,18
3184.732,6172,25
3184.732,5085,375
3184.732,6175,33
3184.732,2050,628
3184.732,6200,3
3184.732,15488,346
3184.732,893,486
3184.732,7462,3
3184.732,7023,3
3184.732,14253,325
3184.732,3097,20
3184.732,6966,29
3184.732,6170,32
3184.732,6688,40
3184.732,5442,262
3184.732,10740,434
3184.732,1082,28
3184.732,1833,3
3184.732,1028,319
3184.732,6566,27
3184.732,4189,351
3184.732,56431,334
3184.732,18764,355
3187.785,11114,531
3187.785,6165,26
3187.785,5729,112
3187.785,6443,27
3187.785,6952,39
3187.785,4117,93
3187.785,7054,3
3187.785,6383,31
3187.785,3139,23
3187.785,1475,526
3187.785,7106,3
3190.842,911,194
3190.842,6932,25
3190.842,9556,284
3190.842,31521,525
3190.842,16706,440
3190.842,5065,114
3190.842,906,455
3190.842,6175,3
3190.842,4337,470
3190.842,3197,16
3190.842,6599,3
3190.842,895,39
3190.842,7304,3
3190.842,6984,3
3190.842,7141,42
3190.842,6633,3
3190.842,6170,27
3190.842,19320,444
3190.842,3141,20
3190.842,5691,253
3190.842,3126,20
3190.842,7041,380
3193.894,3144,22
3193.894,975,36
3193.894,6173,3
3193.894,3032,18
3193.894,3606,1424
3193.894,7421,490
3193.894,4230,858
3193.894,897,131
3193.894,6681,3
3193.894,8929,54
3193.894,3062,960
3193.894,6432,3
3193.894,2324,162
3193.894,6349,3
3193.894,12611,423
3193.894,3142,20
3193.894,4763,690
3196.947,6936,3
3196.947,7878,368
3196.947,34443,197
3196.947,6515,3
3196.947,3158,21
3196.947,113292,283
3196.947,2960,19
3196.947,6789,3
3196.947,3124,20
3196.947,3280,23
3196.947,6338,31
3196.947,6772,3
3196.947,6713,3
3196.947,3176,23
3196.947,6395,3
3196.947,6597,3
3196.947,3045,14
3196.947,4918,83
3196.947,3118,18
3196.947,6402,3
3196.947,6890,3
3196.947,6679,3
3196.947,3899,188
3200.0,6438,3
3200.0,3055,19
3200.0,11673,222
3200.0,6669,4
3200.0,6835,3
3200.0,8433,555
3200.0,6167,25
3200.0,6893,39
3200.0,6629,3
3200.0,3126,18
3200.0,7164,3
3200.0,3173,16
3200.0,6741,3
3200.0,6854,3
3200.0,7122,3
3200.0,17993,189
3200.0,6502,3
3200.0,58157,102
3200.0,1516,463
3200.0,7005,3
3200.0,1306,17
3200.0,3994,160
3200.0,26415,584
3200.0,3724,473
3200.0,6647,36
3200.0,21478,426
3200.0,3006,17
3200.0,6636,3
3200.0,6692,3
3203.053,19969,166
3203.053,3459,39
3203.053,3350,24
3203.053,4823,420
3203.053,1489,32
3203.053,7290,13
3203.053,6575,3
3203.053,8535,27
3203.053,3119,57
3203.053,15602,46
3203.053,5100,143
3203.053,3444,319
3203.053,6721,27
3203.053,6168,3
3203.053,6446,31
3203.053,7134,3
3203.053,10050,126
3203.053,1285,329
3203.053,7353,3
3203.053,2710,324
3206.106,6715,3
3206.106,6422,3
3206.106,32004,569
3206.106,7108,3
3206.106,3128,21
3206.106,2666,111
3206.106,13030,646
3206.106,6888,3
3206.106,4324,234
3206.106,16762,472
3206.106,7054,69
3206.106,6168,24
3206.106,25332,790
3206.106,2007,80
3206.106,20346,20
3206.106,6588,3
3206.106,3064,16
3206.106,3162,19
3206.106,5962,88
3206.106,6715,3
3206.106,8986,39
3206.106,6614,3
3209.162,1302,77
3209.162,3140,19
3209.162,5498,550
3209.162,7804,536
3209.162,1346,79
3209.162,1222,79
3209.162,3029,18
3209.162,12712,454
3209.162,6279,3
3209.162,6170,29
3209.162,5512,531
3209.162,8132,338
3209.162,5722,544
3209.162,11971,317
3209.162,6366,3
3209.162,6514,3
3209.162,6247,3
3209.162,21845,95
3212.215,2626,53
3212.215,6867,27
3212.215,6592,3
3212.215,9363,3
3212.215,6542,26
3212.215,2228,115
3212.215,6267,3
3212.215,7145,3
3212.215,13672,96
3212.215,8844,364
3212.215,6679,138
3212.215,5152,219
3212.215,9185,514
3212.215,7006,37
3212.215,3652,437
3212.215,3597,947
3212.215,6671,26
3212.215,6180,3
3212.215,27503,207
3212.215,6168,3
3215.268,1300,578
3215.268,6170,34
3215.268,6454,3
3215.268,29083,626
3215.268,21539,532
3215.268,6808,3
3215.268,906,14
3215.268,5221,400
3215.268,5332,183
3215.268,6169,27
3215.268,3163,18
3215.268,1127,220
3215.268,4874,385
3215.268,3138,22
3215.268,10319,361
3218.32,3986,241
3218.32,7109,3
3218.32,3357,18
3218.32,5946,395
3218.32,6535,3
3218.32,10850,278
3218.32,909,554
3218.32,8663,403
3218.32,2091,611
3218.32,23756,460
3218.32,2946,23
3218.32,7305,26
3218.32,1088,401
3218.32,7096,3
3218.32,10532,409
3218.32,1323,373
3218.32,896,543
3218.32,6282,3
3218.32,897,571
3218.32,7133,32
3221.373,3169,20
3221.373,7430,244
3221.373,20576,281
3221.373,27028,815
3221.373,6171,28
3221.373,3125,22
3221.373,897,566
3221.373,11043,576
3221.373,11062,375
3221.373,3174,18
3221.373,6932,3
3221.373,6528,3
3221.373,15865,834
3221.373,4399,229
3221.373,3835,340
3221.373,6169,25
3221.373,6711,3
3221.373,3139,20
3221.373,9864,99
3221.373,3896,312
3221.373,7083,3
3221.373,3771,1031
3221.373,4634,358
3221.373,18945,224
3221.373,6746,28
3221.373,6411,3
3221.373,6176,28
3221.373,4703,514
3221.373,6624,40
3221.373,7007,3
3221.373,6386,3
3221.373,3126,24
3221.373,3547,23
3221.373,1087,601
3221.373,3141,16
3221.373,6888,31
3221.373,6170,3
3224.43,38875,426
3224.43,4411,114
3224.43,6895,32
3224.43,26108,249
3224.43,5949,708
3224.43,7604,3
3224.43,24322,83
3224.43,2583,618
3224.43,7567,392
3224.43,4851,968
3224.43,13158,422
3224.43,6295,40
3224.43,9075,376
3224.43,5958,539
3224.43,7047,41
3224.43,8959,430
3224.43,6284,335
3224.43,6751,3
3224.43,4535,556
3224.43,918,1088
3224.43,3134,21
3224.43,24314,578
3224.43,2816,357
3227.479,3114,16
3227.479,61826,492
3227.479,6174,27
3227.479,13051,567
3227.479,3150,16
3227.479,6384,3
3227.479,15964,437
3227.479,14978,219
3227.479,1093,198
3227.479,66705,295
3227.479,3560,451
3227.479,7449,3
3227.479,14204,263
3227.479,3125,16
3227.479,5953,462
3227.479,5970,406
3227.479,895,324
3227.479,984,171
3227.479,1703,411
3227.479,8902,536
3227.479,4370,308
3230.535,3331,19
3230.535,10380,457
3230.535,5675,121
3230.535,58641,578
3230.535,6683,474
3230.535,12428,442
3230.535,7152,43
3230.535,19430,448
3230.535,12533,278
3230.535,17374,480
3230.535,6561,3
3230.535,4506,538
3230.535,6285,3
3233.588,3034,15
3233.588,6620,3
3233.588,11907,3
3233.588,13150,367
3233.588,19416,375
3233.588,7091,3
3233.588,3425,17
3233.588,6483,3
3233.588,3166,16
3233.588,3155,21
3233.588,6904,3
3233.588,7324,381
3233.588,7509,3
3233.588,2727,187
3233.588,932,12
3233.588,19953,470
3233.588,29104,661
3233.588,6173,27
3233.588,1319,447
3236.641,5345,247
3236.641,14536,513
3236.641,1829,443
3236.641,6175,3
3236.641,6551,378
3236.641,8155,3
3236.641,975,317
3236.641,16857,508
3236.641,6961,3
3236.641,1295,465
3236.641,6172,30
3236.641,7250,3
3236.641,6166,24
3236.641,6518,3
3236.641,16663,302
3236.641,6306,3
3236.641,6174,34
3236.641,6898,3
3236.641,3171,17
3239.694,11832,436
3239.694,3133,18
3239.694,10556,412
3239.694,22461,407
3239.694,56411,544
3239.694,18505,275
3239.694,7044,37
3239.694,6171,28
3239.694,7620,3
3239.694,6583,3
3239.694,6747,38
3239.694,7001,38
3239.694,30380,388
3239.694,6170,26
3239.694,6169,26
3239.694,6174,3
3239.694,7701,3
3239.694,16870,464
3239.694,6177,34
3239.694,15072,299
3239.694,6170,27
3239.694,42714,497
3239.694,6624,3
3239.694,9033,48
3242.746,9905,296
3242.746,5846,633
3242.746,8624,3
3242.746,4584,327
3242.746,17391,635
3242.746,6176,3
3242.746,13743,20
3242.746,4922,386
3242.746,6665,24
3242.746,6877,28
3242.746,7074,27
3242.746,6170,25
3242.746,3187,18
3242.746,6180,3
3242.746,6175,3
3242.746,6165,3
3242.746,3132,18
3245.803,6170,3
3245.803,6337,3
3245.803,3839,606
3245.803,6911,3
3245.803,14583,297
3245.803,6250,3
3245.803,7255,3
3245.803,4532,408
3245.803,6181,3
3245.803,3694,372
3245.803,1095,453
3245.803,8181,375
3245.803,4645,318
3245.803,6805,3
3245.803,6822,3
3245.803,17568,450
3245.803,1360,608
3245.803,17163,453
3245.803,6168,27
3245.803,6183,38
3245.803,86921,1
3245.803,7696,3
3245.803,6272,3
3245.803,1562,58
3245.803,50150,2000
3245.803,3156,17
3245.803,6717,26
3248.856,5327,154
3248.856,5945,716
3248.856,893,209
3248.856,3119,21
3248.856,6836,41
3248.856,7084,3
3248.856,8920,281
3248.856,6851,32
3248.856,27722,88
3248.856,3077,512
3248.856,6166,3
3248.856,6179,3
3248.856,1435,628
3248.856,8326,799
3248.856,5073,392
3248.856,27006,31
3248.856,4136,137
3251.908,6841,21
3251.908,6287,3
3251.908,6902,3
3251.908,6172,28
3251.908,8265,3
3251.908,2012,407
3251.908,7839,3
3251.908,4089,342
3251.908,3224,179
3251.908,6168,25
3251.908,7664,3
3251.908,7116,43
3251.908,6379,3
3251.908,33828,349
3251.908,3179,17
3251.908,6728,3
3251.908,10593,512
3251.908,6208,505
3251.908,1240,464
3251.908,8724,3
3251.908,24800,553
3251.908,11391,167
3251.908,976,40
3251.908,6175,3
3251.908,3133,17
3251.908,3631,37
3251.908,6176,3
3251.908,6222,3
3251.908,13887,169
3251.908,10097,131
3251.908,6911,31
3251.908,7042,233
3251.908,7408,3
3254.961,2105,474
3254.961,3160,19
3254.961,26084,687
3254.961,3165,22
3254.961,2434,771
3254.961,7047,23
3254.961,3076,20
3254.961,3330,27
3254.961,6775,3
3254.961,3121,16
3254.961,3246,19
3254.961,7088,3
3254.961,8931,529
3254.961,6168,24
3254.961,6172,29
3254.961,1553,624
3254.961,7041,3
3254.961,2954,23
3254.961,6169,3
3258.014,901,186
3258.014,8069,323
3258.014,3060,18
3258.014,1939,141
3258.014,2783,610
3258.014,18796,75
3258.014,5772,401
3258.014,2693,13
3258.014,7436,37
3258.014,10148,388
3258.014,5470,817
3258.014,26801,366
3258.014,7067,3
3258.014,14588,467
3258.014,3554,17
3258.014,3116,16
3258.014,3050,19
3258.014,2949,17
3258.014,1326,815
3258.014,6761,28
3258.014,7002,41
3258.014,1259,196
3261.067,1202,329
3261.067,55068,295
3261.067,895,23
3261.067,6394,3
3261.067,6808,3
3261.067,6172,3
3261.067,8226,3
3261.067,6168,3
3261.067,6175,3
3261.067,6781,3
3261.067,892,324
3261.067,7344,3
3261.067,7208,3
3261.067,9173,3
3261.067,890,8
3264.123,16000,302
3264.123,3118,21
3264.123,6731,3
3264.123,7862,517
3264.123,3160,21
3264.123,1328,16
3264.123,6946,33
3264.123,6169,24
3264.123,4697,546
3264.123,6813,30
3264.123,908,174
3264.123,26884,358
3264.123,3401,241
3264.123,2944,19
3264.123,6179,30
3264.123,11907,3
3264.123,3135,19
3264.123,3646,442
3264.123,6494,27
3264.123,6860,36
3264.123,7855,3
3264.123,6560,28
3264.123,7024,37
3264.123,3352,19
3264.123,7187,54
3264.123,949,108
3267.176,19383,832
3267.176,3145,667
3267.176,6888,121
3267.176,10320,3
3267.176,6169,26
3267.176,896,552
3267.176,6167,3
3267.176,6173,33
3267.176,12309,11
3267.176,2924,13
3267.176,906,278
3267.176,6489,25
3267.176,3116,18
3267.176,895,135
3267.176,41934,96
3270.229,28710,547
3270.229,1849,281
3270.229,13967,106
3270.229,10420,489
3270.229,895,673
3270.229,6713,3
3270.229,6903,3
3270.229,4989,156
3270.229,13787,514
3270.229,10006,447
3270.229,13844,117
3270.229,6186,27
3270.229,4222,417
3270.229,5929,210
3270.229,7033,3
3270.229,17612,3
3270.229,8433,360
3270.229,11711,440
3270.229,6690,3
3270.229,19458,140
3270.229,3150,17
3270.229,21132,426
3273.281,6195,3
3273.281,3112,21
3273.281,3181,15
3273.281,898,111
3273.281,7371,3
3273.281,6655,3
3273.281,3141,29
3273.281,6537,25
3273.281,3151,22
3273.281,6491,3
3273.281,3087,17
3273.281,3119,20
3273.281,6512,27
3273.281,6171,28
3273.281,11717,568
3273.281,6167,23
3273.281,7061,34
3273.281,9927,362
3273.281,13809,140
3273.281,3056,20
3273.281,10077,407
3276.338,6769,1
3276.338,3128,18
3276.338,1031,425
3276.338,5558,267
3276.338,6624,43
3276.338,5096,205
3276.338,3178,15
3276.338,3077,17
3276.338,1683,454
3276.338,66097,481
3276.338,3028,25
3276.338,2861,242
3276.338,15383,335
3276.338,1064,410
3276.338,5531,229
3276.338,8938,468
3279.387,1014,283
3279.387,892,385
3279.387,6220,369
3279.387,20375,384
3279.387,995,218
3279.387,6465,3
3279.387,7441,3
3279.387,4075,518
3279.387,892,378
3279.387,24614,530
3279.387,11907,3
3279.387,905,333
3279.387,6583,3
3282.444,3035,15
3282.444,36956,496
3282.444,6851,90
3282.444,39927,682
3282.444,1633,422
3282.444,18877,92
3282.444,4761,256
3282.444,897,239
3282.444,6711,3
3282.444,6008,371
3282.444,6443,35
3282.444,15962,361
3282.444,6182,3
3282.444,3298,17
3282.444,902,287
3282.444,6166,23
3282.444,6175,3
3282.444,3328,552
3282.444,3154,21
3285.496,1018,63
3285.496,6337,3
3285.496,13376,535
3285.496,902,444
3285.496,3221,18
3285.496,9654,432
3285.496,6561,3
3285.496,3721,455
3285.496,1077,6
3285.496,6178,3
3285.496,6169,3
3285.496,9316,488
3285.496,22744,417
3285.496,6307,3
3285.496,3126,15
3285.496,6170,25
3285.496,6844,3
3285.496,899,1126
3285.496,6193,42
3285.496,6573,27
3285.496,903,15
3285.496,7096,46
3285.496,901,571
3285.496,7320,3
3285.496,2054,3
3285.496,12969,580
3285.496,6767,3
3285.496,6903,3
3288.549,7003,33
3288.549,11026,466
3288.549,6174,3
3288.549,7165,3
3288.549,19737,268
3288.549,14256,203
3288.549,9376,554
3288.549,4306,466
3288.549,3012,19
3288.549,6222,33
3288.549,8704,545
3288.549,6878,554
3288.549,6173,29
3288.549,3187,27
3288.549,893,217
3288.549,3150,17
3288.549,3238,21
3288.549,3117,18
3288.549,6178,3
3288.549,11813,469
3288.549,3151,17
3288.549,2349,457
3288.549,6563,3
3288.549,6423,3
3288.549,7957,483
3288.549,6168,3
3291.602,6174,3
3291.602,19085,370
3291.602,6923,32
3291.602,13634,348
3291.602,21764,443
3291.602,7588,3
3291.602,6364,3
3291.602,3147,17
3291.602,7100,3
3291.602,7116,3
3291.602,11907,3
3291.602,3114,18
3291.602,7144,22
3291.602,12624,457
3291.602,7185,96
3291.602,3132,18
3291.602,3286,21
3291.602,7402,50
3291.602,7682,3
3291.602,7276,3
3291.602,7167,538
3291.602,9217,420
3291.602,2944,20
3291.602,3159,21
3291.602,6470,23
3291.602,23664,38
3291.602,36932,264
3291.602,16841,62
3291.602,11010,511
3294.655,6293,3
3294.655,7644,3
3294.655,6639,28
3294.655,6860,3
3294.655,12992,439
3294.655,901,435
3294.655,2414,527
3294.655,3010,20
3294.655,6522,3
3294.655,3177,26
3294.655,6597,3
3294.655,4051,24
3294.655,6617,40
3294.655,6521,3
3294.655,3149,18
3294.655,3126,17
3294.655,7162,3
3294.655,9062,113
3294.655,8168,64
3294.655,7123,3
3294.655,2237,365
3294.655,4413,86
3294.655,1100,189
3294.655,6197,25
3294.655,3134,18
3297.711,3131,17
3297.711,6212,36
3297.711,6171,3
3297.711,11907,3
3297.711,6711,26
3297.711,11628,600
3297.711,3836,614
3297.711,3147,25
3297.711,3350,21
3297.711,7103,3
3297.711,8475,404
3297.711,16006,369
3297.711,4260,353
3297.711,30878,402
3297.711,50007,523
3297.711,900,107
3297.711,7966,3
3300.764,4609,532
3300.764,2145,545
3300.764,1525,693
3300.764,6314,3
3300.764,6217,3
3300.764,6166,23
3300.764,4822,494
3300.764,4474,377
3300.764,6177,3
3300.764,6178,37
3300.764,2948,18
3300.764,5186,328
3300.764,9872,173
3300.764,3187,368
3300.764,6465,3
3300.764,7081,25
3300.764,6219,486
3300.764,6167,24
3300.764,2990,18
3300.764,13654,368
3303.817,4502,582
3303.817,3593,163
3303.817,6178,34
3303.817,5724,346
3303.817,7348,29
3303.817,6168,34
3303.817,3303,602
3303.817,6172,3
3303.817,7217,3
3303.817,3137,14
3303.817,891,682
3303.817,10964,239
3306.87,6400,431
3306.87,18813,26
3306.87,6553,3
3306.87,903,11
3306.87,7443,3
3306.87,12310,403
3306.87,14769,537
3306.87,29814,269
3306.87,901,192
3306.87,41643,621
3306.87,3151,17
3306.87,23191,481
3306.87,7836,29
3306.87,7017,3
3306.87,7035,282
3306.87,3177,21
3306.87,9361,311
3306.87,902,207
3309.922,904,182
3309.922,27248,388
3309.922,31833,1
3309.922,7123,3
3309.922,6977,3
3309.922,5424,1
3309.922,6165,23
3309.922,6165,22
3309.922,12682,764
3309.922,6169,3
3309.922,7649,3
3309.922,1091,182
3309.922,3144,20
3309.922,1498,217
3309.922,3050,21
3309.922,6169,3
3309.922,6981,24
3309.922,7773,3
3312.979,7494,3
3312.979,6458,25
3312.979,23661,485
3312.979,3180,19
3312.979,6170,28
3312.979,3366,20
3312.979,11506,372
3312.979,9342,465
3312.979,11601,3
3312.979,3175,17
3312.979,6551,3
3312.979,7134,543
3312.979,6953,18
3312.979,8934,3
3312.979,1347,340
3312.979,11907,3
3312.979,6262,28
3312.979,6243,3
3312.979,6517,3
3312.979,6167,24
3312.979,3149,22
3312.979,1288,246
3312.979,6176,26
3312.979,2940,17
3312.979,1752,247
3312.979,7245,1005
3312.979,6763,185
3312.979,31156,384
3316.031,6185,3
3316.031,7180,33
3316.031,14366,501
3316.031,30759,408
3316.031,6296,3
3316.031,12039,589
3316.031,3118,16
3316.031,5158,704
3316.031,6624,40
3316.031,32429,501
3316.031,6169,28
3316.031,6175,3
3316.031,3249,21
3316.031,4058,369
3316.031,6940,25
3316.031,3121,24
3316.031,17625,558
3316.031,898,78
3316.031,6177,3
3316.031,9864,96
3316.031,4098,77
3316.031,6393,716
3316.031,6480,33
3319.084,7020,3
3319.084,6991,26
3319.084,6173,3
3319.084,26552,330
3319.084,3295,18
3319.084,6811,3
3319.084,36129,337
3319.084,6200,3
3319.084,3791,218
3319.084,1967,254
3319.084,7185,3
3319.084,6340,3
3319.084,6962,1
3319.084,3428,20
3319.084,3164,25
3319.084,1844,28
3319.084,6224,3
3319.084,6165,3
3319.084,6173,34
3319.084,7226,3
3319.084,7503,3
3319.084,11157,656
3322.137,1013,327
3322.137,6169,25
3322.137,4381,206
3322.137,6174,30
3322.137,30503,412
3322.137,3119,22
3322.137,6397,27
3322.137,6168,3
3322.137,6164,3
3322.137,6756,3
3322.137,6986,3
3322.137,19440,247
3322.137,63473,419
3322.137,2988,20
3322.137,903,11
3322.137,6291,442
3322.137,6183,29
3322.137,11259,414
3322.137,901,47
3322.137,23385,140
3325.19,2367,499
3325.19,6933,28
3325.19,6172,26
3325.19,6200,25
3325.19,3037,320
3325.19,3146,21
3325.19,1571,382
3325.19,891,27
3325.19,7404,363
3325.19,943,268
3325.19,13603,500
3325.19,10771,380
3325.19,4426,419
3328.246,10466,384
3328.246,3958,295
3328.246,895,433
3328.246,6168,3
3328.246,18861,30
3328.246,6346,3
3328.246,5791,337
3328.246,2518,145
3328.246,7114,3
3328.246,6917,34
3328.246,7335,435
3328.246,78920,370
3328.246,6752,3
3328.246,18375,385
3328.246,7100,201
3328.246,3163,18
3328.246,4677,231
3328.246,6907,3
3328.246,6172,25
3331.299,20918,11
3331.299,6236,34
3331.299,29641,288
3331.299,3129,19
3331.299,6167,26
3331.299,6169,26
3331.299,1283,438
3331.299,6168,26
3331.299,6170,30
3331.299,13000,22
3331.299,891,34
3331.299,6661,32
3331.299,6513,3
3331.299,3378,23
3331.299,7758,30
3331.299,10392,396
3331.299,6171,3
3331.299,2944,22
3331.299,3170,21
3331.299,6217,3
3331.299,3201,21
3331.299,6376,32
3331.299,6220,3
3334.352,6178,39
3334.352,3191,15
3334.352,29941,607
3334.352,6172,3
3334.352,5957,503
3334.352,2977,22
3334.352,7442,244
3334.352,7011,27
3334.352,6664,36
3334.352,6175,24
3334.352,8882,450
